date,accuracy_1_%,accuracy_2_%,accuracy_3_%,accuracy_all_%,accuracy_1_avg,accuracy_2_avg,accuracy_3_avg,accuracy_all_avg,year,month,day,weekday,requests_per_report_1,requests_per_report_2,requests_per_report_3,requests_per_report_all
2024-07-01,27.5,38.8,5.4,49.6,1.321,1.523,1.185,2.052,2024,7,1,0,4.803636363636364,3.9252577319587627,21.944444444444443,4.137096774193549
2024-07-02,26.8,38.9,5.7,49.5,1.333,1.511,1.2,2.048,2024,7,2,1,4.973880597014925,3.884318766066838,21.052631578947366,4.137373737373737
2024-07-03,26.0,38.0,6.0,48.6,1.303,1.508,1.201,2.025,2024,7,3,2,5.011538461538461,3.9684210526315793,20.01666666666667,4.166666666666667
2024-07-04,26.2,37.9,5.7,48.3,1.339,1.518,1.214,2.061,2024,7,4,3,5.1106870229007635,4.005277044854882,21.298245614035086,4.267080745341615
2024-07-05,26.5,37.8,5.5,48.4,1.323,1.522,1.224,2.054,2024,7,5,4,4.992452830188679,4.026455026455026,22.254545454545454,4.243801652892562
2024-07-06,26.6,39.5,5.6,49.2,1.298,1.537,1.213,2.07,2024,7,6,5,4.879699248120301,3.891139240506329,21.66071428571429,4.207317073170731
2024-07-07,26.7,39.1,5.7,49.4,1.306,1.542,1.234,2.07,2024,7,7,6,4.891385767790262,3.9437340153452687,21.649122807017545,4.190283400809716
2024-07-08,26.4,38.3,5.5,48.5,1.32,1.504,1.237,2.047,2024,7,8,0,5.0,3.9268929503916454,22.490909090909096,4.220618556701031
2024-07-09,26.7,38.1,5.6,48.4,1.314,1.505,1.213,2.048,2024,7,9,1,4.921348314606742,3.9501312335958003,21.66071428571429,4.231404958677686
2024-07-10,26.1,37.7,5.6,48.0,1.33,1.519,1.2,2.059,2024,7,10,2,5.095785440613026,4.029177718832891,21.42857142857143,4.289583333333334
2024-07-11,26.8,38.5,6.1,48.8,1.309,1.505,1.232,2.062,2024,7,11,3,4.884328358208955,3.909090909090909,20.19672131147541,4.225409836065574
2024-07-12,26.6,38.1,5.8,48.8,1.313,1.491,1.169,2.022,2024,7,12,4,4.936090225563909,3.913385826771654,20.155172413793107,4.14344262295082
2024-07-13,26.4,39.4,6.0,49.3,1.333,1.515,1.22,2.071,2024,7,13,5,5.049242424242424,3.8451776649746194,20.333333333333332,4.20081135902637
2024-07-14,26.3,39.0,5.7,49.0,1.333,1.511,1.235,2.063,2024,7,14,6,5.068441064638782,3.8743589743589744,21.666666666666668,4.210204081632654
2024-07-15,26.4,39.3,5.8,49.4,1.339,1.518,1.228,2.069,2024,7,15,0,5.071969696969697,3.8625954198473287,21.17241379310345,4.188259109311741
2024-07-16,26.3,38.9,5.6,48.7,1.319,1.531,1.197,2.074,2024,7,16,1,5.015209125475285,3.93573264781491,21.375000000000004,4.258726899383983
2024-07-17,26.5,38.0,5.5,48.2,1.328,1.535,1.195,2.079,2024,7,17,2,5.011320754716982,4.0394736842105265,21.727272727272727,4.313278008298755
2024-07-18,26.2,37.8,5.7,48.2,1.329,1.511,1.166,2.048,2024,7,18,3,5.072519083969466,3.9973544973544977,20.45614035087719,4.24896265560166
2024-07-19,26.8,39.2,5.7,49.6,1.301,1.493,1.189,2.021,2024,7,19,4,4.854477611940299,3.808673469387755,20.859649122807017,4.074596774193548
2024-07-20,27.4,38.9,6.6,49.7,1.312,1.522,1.177,2.068,2024,7,20,5,4.788321167883213,3.9125964010282774,17.833333333333336,4.160965794768612
2024-07-21,27.4,38.6,5.9,49.3,1.328,1.514,1.174,2.066,2024,7,21,6,4.846715328467154,3.922279792746114,19.89830508474576,4.190669371196755
2024-07-22,26.7,38.0,5.7,48.6,1.326,1.521,1.197,2.059,2024,7,22,0,4.966292134831461,4.002631578947368,21.0,4.2366255144032925
2024-07-23,26.9,38.0,5.6,48.6,1.328,1.518,1.193,2.06,2024,7,23,1,4.936802973977696,3.9947368421052634,21.30357142857143,4.238683127572016
2024-07-24,27.0,37.8,5.6,48.8,1.311,1.506,1.222,2.032,2024,7,24,2,4.855555555555555,3.984126984126984,21.821428571428573,4.163934426229508
2024-07-25,28.0,39.9,5.8,50.5,1.325,1.51,1.197,2.067,2024,7,25,3,4.732142857142857,3.784461152882206,20.637931034482758,4.093069306930693
2024-07-26,27.3,38.9,6.1,49.5,1.33,1.526,1.186,2.08,2024,7,26,4,4.871794871794871,3.922879177377892,19.442622950819672,4.202020202020202
2024-07-27,27.4,38.1,6.1,48.8,1.308,1.494,1.215,2.049,2024,7,27,5,4.773722627737227,3.921259842519685,19.91803278688525,4.198770491803279
2024-07-28,26.6,38.7,5.9,49.1,1.32,1.499,1.218,2.043,2024,7,28,6,4.962406015037594,3.8733850129198966,20.644067796610166,4.160896130346233
2024-07-29,26.0,38.0,5.9,48.0,1.327,1.498,1.208,2.052,2024,7,29,0,5.1038461538461535,3.9421052631578952,20.47457627118644,4.275
2024-07-30,26.8,37.5,5.9,48.1,1.319,1.492,1.217,2.044,2024,7,30,1,4.9216417910447765,3.9786666666666664,20.627118644067796,4.249480249480249
2024-07-31,26.1,37.3,5.6,47.6,1.319,1.515,1.191,2.05,2024,7,31,2,5.053639846743295,4.061662198391422,21.267857142857146,4.306722689075629
2024-08-01,26.5,37.8,6.0,48.3,1.335,1.522,1.192,2.07,2024,8,1,3,5.037735849056604,4.026455026455026,19.866666666666664,4.285714285714286
2024-08-02,26.8,37.7,5.9,48.5,1.325,1.513,1.206,2.059,2024,8,2,4,4.9440298507462686,4.0132625994694955,20.440677966101692,4.245360824742268
2024-08-03,26.0,37.6,5.8,47.7,1.333,1.5,1.183,2.055,2024,8,3,5,5.1269230769230765,3.9893617021276593,20.396551724137932,4.308176100628931
2024-08-04,26.1,37.8,6.0,48.3,1.322,1.504,1.213,2.044,2024,8,4,6,5.065134099616858,3.9788359788359795,20.21666666666667,4.231884057971015
2024-08-05,26.3,38.3,5.6,48.3,1.324,1.493,1.189,2.039,2024,8,5,0,5.034220532319392,3.8981723237597916,21.23214285714286,4.221532091097309
2024-08-06,26.4,38.1,5.3,48.1,1.332,1.5,1.208,2.047,2024,8,6,1,5.045454545454547,3.9370078740157477,22.79245283018868,4.255717255717256
2024-08-07,26.4,38.6,5.4,48.5,1.311,1.495,1.194,2.034,2024,8,7,2,4.965909090909091,3.873056994818653,22.111111111111107,4.19381443298969
2024-08-08,26.5,38.2,5.7,48.6,1.32,1.485,1.187,2.026,2024,8,8,3,4.981132075471698,3.887434554973822,20.82456140350877,4.1687242798353905
